0.0,1441
5.81,1440
11.62,1441
17.43,1444
23.24,1443
29.05,1443
34.86,1443
40.67,1443
46.48,1443
52.29,1440
58.1,1441
63.91,1443
69.72,1438
75.53,1439
81.34,1439
87.15,1439
92.96,1439
98.77,1441
104.58,1441
110.39,1441
116.2,1439
122.01,1442
127.82,1439
133.63,1441
139.44,1439
145.25,1438
151.06,1438
156.87,1442
162.68,1435
168.49,1437
174.3,1439
180.11,1441
185.92,1440
191.73,1436
197.54,1438
203.35,1440
209.16,1438
214.97,1437
220.78,1443
226.59,1439
232.4,1443
238.21,1441
244.02,1461
249.83,1459
255.64,1460
261.45,1461
267.26,1471
273.07,1474
278.88,1474
284.69,1483
290.5,1498
296.31,1535
302.12,1527
307.93,1506
313.74,1524
319.55,1540
325.36,1623
331.17,1652
336.98,1641
342.79,1642
348.6,1624
354.41,1649
360.22,1663
366.03,1677
371.84,1683
377.65,1688
383.46,1689
389.27,1696
395.08,1713
400.89,1736
406.7,1750
412.51,1765
418.32,1776
424.13,1790
429.94,1805
435.75,1824
441.56,1853
447.37,1878
453.18,1909
458.99,1935
464.8,1914
470.61,1985
476.42,1982
482.23,1956
488.04,1998
493.85,1983
499.66,2036
505.47,2012
511.28,2058
517.09,2066
522.9,2093
528.71,2096
534.52,2132
540.33,2142
546.14,2159
551.95,2193
557.76,2244
563.57,2253
569.38,2271
575.19,2313
581.0,2340
586.81,2368
592.62,2377
598.43,2428
604.24,2413
610.05,2521
615.86,2516
621.67,2632
627.48,2686
633.29,2776
639.1,2786
644.91,2836
650.72,2838
656.53,2891
662.34,2919
668.15,2960
673.96,3004
679.77,3026
685.58,3047
691.39,3073
697.2,3072
703.01,3083
708.82,3094
714.63,3111
720.44,3121
726.25,3164
732.06,3193
737.87,3237
743.68,3258
749.49,3266
755.3,3286
761.11,3294
766.92,3312
772.73,3306
778.54,3272
784.35,3225
790.16,3181
795.97,3133
801.78,3088
807.59,3033
813.4,2928
819.21,2802
825.02,2659
830.83,2492
836.64,2309
842.45,2123
848.26,1941
854.07,1794
859.88,1656
865.69,1557
871.5,1481
877.31,1460
883.12,1434
888.93,1435
894.74,1440
900.55,1439
906.36,1440
912.17,1435
917.98,1441
923.79,1439
929.6,1436
935.41,1433
941.22,1436
947.03,1435
952.84,1437
958.65,1437
964.46,1437
970.27,1435
976.08,1437
981.89,1437
987.7,1435
993.51,1436
999.32,1437
1005.13,1433
1010.94,1438
1016.75,1438
1022.56,1437
1028.37,1436
1034.18,1434
1039.99,1435
1045.8,1436
1051.61,1437
1057.42,1436
1063.23,1436
1069.04,1436
1074.85,1436
1080.66,1436
1086.47,1435
1092.28,1434
1098.09,1437
1103.9,1436
1109.71,1436
1115.52,1437
1121.33,1439
1127.14,1436
1132.95,1437
1138.76,1436
1144.57,1433
1150.38,1436
1156.19,1434
1162.0,1436
1167.81,1432
1173.62,1434
1179.43,1436
1185.24,1433
1191.05,1437
1196.86,1435
1202.67,1434
1208.48,1437
1214.29,1433
1220.1,1435
1225.91,1433
1231.72,1436
1237.53,1435
1243.34,1438
1249.15,1434
1254.96,1435
1260.77,1437
1266.58,1435
1272.39,1435
1278.2,1434
1284.01,1433
1289.82,1435
1295.63,1434
1301.44,1437
1307.25,1435
1313.06,1435
1318.87,1435
1324.68,1436
1330.49,1434
1336.3,1436
1342.11,1431
1347.92,1436
1353.73,1435
1359.54,1435
1365.35,1433
1371.16,1436
1376.97,1434
1382.78,1436
1388.59,1434
1394.4,1433
1400.21,1433
1406.02,1433
1411.83,1436
1417.64,1433
1423.45,1434
1429.26,1434
1435.07,1434
1440.88,1434
1446.69,1433
1452.5,1435
1458.31,1431
1464.12,1435
1469.93,1434
1475.74,1437
1481.55,1434
1487.36,1438
1493.17,1433
1498.98,1435
1504.79,1432
1510.6,1432
1516.41,1432
1522.22,1430
1528.03,1435
1533.84,1436
1539.65,1439
1545.46,1433
1551.27,1437
1557.08,1433
1562.89,1432
1568.7,1430
1574.51,1432
1580.32,1433
1586.13,1435
1591.94,1432
1597.75,1437
1603.56,1436
1609.37,1434
1615.18,1433
1620.99,1432
1626.8,1437
1632.61,1432
1638.42,1437
1644.23,1435
1650.04,1436
1655.85,1434
1661.66,1434
1667.47,1431
1673.28,1433
1679.09,1435
1684.9,1436
1690.71,1433
1696.52,1434
1702.33,1436
1708.14,1435
1713.95,1434
1719.76,1434
1725.57,1435
1731.38,1434
1737.19,1436
1743.0,1435
1748.81,1431
1754.62,1434
1760.43,1433
1766.24,1433
1772.05,1426
1777.86,1427
1783.67,1428
1789.48,1431
1795.29,1438
1801.1,1442
1806.91,1443
1812.72,1442
1818.53,1439
1824.34,1433
1830.15,1431
1835.96,1424
1841.77,1430
1847.58,1433
1853.39,1437
1859.2,1437
1865.01,1438
1870.82,1436
1876.63,1436
1882.44,1432
1888.25,1427
1894.06,1427
1899.87,1440
1905.68,1430
1911.49,1444
1917.3,1429
1923.11,1444
1928.92,1435
1934.73,1434
1940.54,1431
1946.35,1432
1952.16,1432
1957.97,1434
1963.78,1432
1969.59,1433
1975.4,1438
1981.21,1434
1987.02,1432
1992.83,1433
1998.64,1433
2004.45,1433
2010.26,1430
2016.07,1434
2021.88,1435
2027.69,1435
2033.5,1434
2039.31,1435
2045.12,1434
2050.93,1436
2056.74,1434
2062.55,1433
2068.36,1434
2074.17,1434
2079.98,1434
2085.79,1434
2091.6,1436
2097.41,1435
2103.22,1434
2109.03,1434
2114.84,1434
2120.65,1434
2126.46,1433
2132.27,1430
2138.08,1434
2143.89,1437
2149.7,1434
2155.51,1432
2161.32,1436
2167.13,1434
2172.94,1434
2178.75,1434
2184.56,1432
2190.37,1431
2196.18,1432
2201.99,1437
2207.8,1434
2213.61,1436
2219.42,1433
2225.23,1435
2231.04,1433
2236.85,1433
2242.66,1434
2248.47,1433
2254.28,1434
2260.09,1435
2265.9,1433
2271.71,1435
2277.52,1434
2283.33,1432
2289.14,1432
2294.95,1433
2300.76,1432
2306.57,1434
2312.38,1433
2318.19,1435
2324.0,1435
2329.81,1435
2335.62,1431
2341.43,1436
2347.24,1432
2353.05,1434
2358.86,1433
2364.67,1432
2370.48,1432
2376.29,1433
2382.1,1432
2387.91,1435
2393.72,1434
2399.53,1436
2405.34,1434
2411.15,1434
2416.96,1434
2422.77,1433
2428.58,1432
2434.39,1436
2440.2,1433
2446.01,1434
2451.82,1432
2457.63,1434
2463.44,1433
2469.25,1434
2475.06,1435
2480.87,1434
2486.68,1434
2492.49,1435
2498.3,1434
2504.11,1432
2509.92,1435
2515.73,1435
2521.54,1433
2527.35,1437
2533.16,1434
2538.97,1433
2544.78,1432
2550.59,1432
2556.4,1436
2562.21,1434
2568.02,1451
2573.83,1454
2579.64,1452
2585.45,1458
2591.26,1446
2597.07,1441
2602.88,1462
2608.69,1452
2614.5,1453
2620.31,1456
2626.12,1466
2631.93,1479
2637.74,1498
2643.55,1509
2649.36,1521
2655.17,1529
2660.98,1541
2666.79,1570
2672.6,1574
2678.41,1579
2684.22,1576
2690.03,1576
2695.84,1585
2701.65,1599
2707.46,1612
2713.27,1643
2719.08,1634
2724.89,1708
2730.7,1661
2736.51,1740
2742.32,1763
2748.13,1814
2753.94,1767
2759.75,1822
2765.56,1804
2771.37,1819
2777.18,1814
2782.99,1839
2788.8,1857
2794.61,1883
2800.42,1909
2806.23,1922
2812.04,1934
2817.85,2021
2823.66,2019
2829.47,2056
2835.28,2124
2841.09,2148
2846.9,2195
2852.71,2183
2858.52,2194
2864.33,2228
2870.14,2250
2875.95,2242
2881.76,2300
2887.57,2279
2893.38,2318
2899.19,2348
2905.0,2382
2910.81,2389
2916.62,2432
2922.43,2344
2928.24,2463
2934.05,2507
2939.86,2641
2945.67,2692
2951.48,2686
