0.0	1497
5.81	1497
11.62	1494
17.43	1495
23.24	1495
29.05	1497
34.86	1494
40.67	1495
46.48	1495
52.29	1497
58.1	1498
63.91	1499
69.72	1498
75.53	1498
81.34	1496
87.15	1495
92.96	1497
98.77	1497
104.58	1494
110.39	1498
116.2	1498
122.01	1499
127.82	1497
133.63	1499
139.44	1497
145.25	1497
151.06	1495
156.87	1496
162.68	1497
168.49	1496
174.3	1498
180.11	1497
185.92	1499
191.73	1496
197.54	1498
203.35	1499
209.16	1498
214.97	1497
220.78	1498
226.59	1495
232.4	1496
238.21	1497
244.02	1497
249.83	1496
255.64	1496
261.45	1498
267.26	1498
273.07	1497
278.88	1497
284.69	1498
290.5	1494
296.31	1497
302.12	1494
307.93	1499
313.74	1497
319.55	1497
325.36	1494
331.17	1495
336.98	1498
342.79	1497
348.6	1498
354.41	1500
360.22	1498
366.03	1497
371.84	1496
377.65	1496
383.46	1498
389.27	1496
395.08	1495
400.89	1495
406.7	1498
412.51	1495
418.32	1499
424.13	1498
429.94	1499
435.75	1496
441.56	1499
447.37	1495
453.18	1496
458.99	1498
464.8	1499
470.61	1498
476.42	1499
482.23	1497
488.04	1495
493.85	1497
499.66	1497
505.47	1495
511.28	1494
517.09	1498
522.9	1498
528.71	1498
534.52	1764
540.33	1839
546.14	1989
551.95	1971
557.76	2052
563.57	2076
569.38	2118
575.19	2103
581.0	2117
586.81	2117
592.62	2141
598.43	2157
604.24	2158
610.05	2203
615.86	2236
621.67	2247
627.48	2288
633.29	2277
639.1	2349
644.91	2338
650.72	2368
656.53	2393
662.34	2410
668.15	2474
673.96	2614
679.77	2479
685.58	2592
691.39	2556
697.2	2650
703.01	2573
708.82	3205
714.63	2649
720.44	2795
726.25	2610
732.06	2626
737.87	2491
743.68	2347
749.49	2185
755.3	2064
761.11	1980
766.92	1855
772.73	1762
778.54	1667
784.35	1593
790.16	1500
795.97	1431
801.78	1442
807.59	1470
813.4	1496
819.21	1466
825.02	1466
830.83	1468
836.64	1447
842.45	1408
848.26	1417
854.07	1446
859.88	1451
865.69	1476
871.5	1488
877.31	1510
883.12	1493
888.93	1525
894.74	1500
900.55	1498
906.36	1462
912.17	1477
917.98	1433
923.79	1544
929.6	1503
935.41	1483
941.22	1501
947.03	1464
952.84	1512
958.65	1460
964.46	1463
970.27	1462
976.08	1489
981.89	1490
987.7	1496
993.51	1489
999.32	1494
1005.13	1488
1010.94	1481
1016.75	1459
1022.56	1469
1028.37	1484
1034.18	1478
1039.99	1484
1045.8	1496
1051.61	1494
1057.42	1491
1063.23	1479
1069.04	1472
1074.85	1476
1080.66	1474
1086.47	1475
1092.28	1481
1098.09	1492
1103.9	1498
1109.71	1493
1115.52	1479
1121.33	1487
1127.14	1474
1132.95	1469
1138.76	1472
1144.57	1479
1150.38	1487
1156.19	1496
1162.0	1487
1167.81	1496
1173.62	1485
1179.43	1478
1185.24	1468
1191.05	1471
1196.86	1475
1202.67	1483
1208.48	1489
1214.29	1492
1220.1	1497
1225.91	1489
1231.72	1482
1237.53	1475
1243.34	1474
1249.15	1473
1254.96	1476
